date,code,side,price,shares,fee,reason,signal_date,stop,target,fill_id,candidate_id,order_intent_id,pending_order_id,requested_shares,allowed_at_open_shares,signal_close,next_open,opening_gap
2026-01-06,002985,buy,32.11605,400,5.0,strategy_v5_alpha_ranked_entry,2026-01-05,30.8994,36.20142857142857,fill_eaae38601ea1bcbd,cand_ce317c6ee7bc3126,intent_bec463ec5e3e2485,pend_30a828fe427b235b,400,400,32.37,32.1,-0.00784522706209445
2026-01-06,600219,buy,5.552775,2700,5.149924925,strategy_v5_alpha_ranked_entry,2026-01-05,5.311599999999999,6.04,fill_3c642eea09e515a7,cand_bae279a13562ebe9,intent_30242dacd1b63401,pend_fd49f9a63cf0c03b,2700,2700,5.5,5.55,0.009595454545454407
2026-01-06,603306,buy,65.81289,100,5.06581289,strategy_v5_alpha_ranked_entry,2026-01-05,62.523999999999994,74.87857142857143,fill_9fbc885460125d10,cand_3886998a0f3c29d6,intent_b86d79e9dd9fbb27,pend_82a255c5b014f708,100,100,65.78,65.78,0.0004999999999999449
2026-01-06,000933,buy,29.324654999999996,100,5.0,strategy_v5_alpha_ranked_entry,2026-01-05,27.6948,31.523571428571426,fill_b7b78b7ac9524f2a,cand_9eeec22227227f43,intent_36ddd8c674426ba4,pend_7a2271da68bea487,100,100,28.47,29.31,0.030019494204425623
2026-01-06,002446,buy,10.625309999999999,200,5.0,strategy_v5_alpha_ranked_entry,2026-01-05,10.29,12.602142857142857,fill_8b771b2157f6ba60,cand_ff067ca99be3ba78,intent_70209a6ae577fbac,pend_ac406a76af91b4f1,200,200,10.77,10.62,-0.01343454038997216
2026-01-09,603306,sell,63.668150000000004,100,8.247075650000001,three_bars_no_high,2026-01-08,62.523999999999994,74.87857142857143,fill_63f83ed85eec76ef,cand_3886998a0f3c29d6,intent_b86d79e9dd9fbb27,pend_4a7a32e0f8ef5ece,100,100,65.78,63.7,-0.009177165966713363
2026-01-12,600320,buy,5.292644999999999,1000,5.05292645,strategy_v5_alpha_ranked_entry,2026-01-09,5.0568,5.795,fill_28f689f270286a15,cand_5e5f3cc8567452b2,intent_044d1ac59db2e27c,pend_7223cdbeac4c088f,1000,1000,5.3,5.29,-0.0013877358490567149
2026-01-13,600219,sell,5.7671149999999995,2700,12.941317354999999,three_bars_no_high,2026-01-12,5.483,6.04,fill_4b7853ee54506c4e,cand_bae279a13562ebe9,intent_30242dacd1b63401,pend_f13c9e56fe49430a,2700,2700,5.5,5.77,0.0017361111111111605
2026-01-13,002446,sell,13.873060000000002,200,6.387306000000001,target_close_confirmed,2026-01-12,11.988571428571428,12.602142857142857,fill_8ed4ea44566effff,cand_ff067ca99be3ba78,intent_70209a6ae577fbac,pend_93d6c148233a2cdc,200,200,10.77,13.88,0.03814510097232615
2026-01-14,601100,buy,119.81988,100,5.11981988,strategy_v5_alpha_ranked_entry,2026-01-13,116.0516,136.77,fill_22e35b7909ac9a01,cand_c16bcfd86f9e9cc5,intent_9533a159d8298a8a,pend_ac917c2656dc8ef8,100,100,120.29,119.76,-0.003908221797323197
2026-01-14,601212,buy,6.7033499999999995,1000,5.0670335,strategy_v5_alpha_ranked_entry,2026-01-13,6.1642,7.675000000000001,fill_637064ed72586454,cand_6215266782bf8ea7,intent_9b8f4825756334ba,pend_83c4b9311d1bb57f,1000,1000,6.55,6.7,0.023412213740457988
2026-01-15,600320,sell,5.11744,1000,7.6098944,three_bars_no_high,2026-01-14,5.0568,5.795,fill_6e58d034dc54de18,cand_5e5f3cc8567452b2,intent_044d1ac59db2e27c,pend_d21d5bea5f933461,1000,1000,5.3,5.12,-0.0019493177387913674
2026-01-15,601100,sell,112.9435,100,10.7601185,close_stop,2026-01-14,116.0516,136.77,fill_504adf699843ff24,cand_c16bcfd86f9e9cc5,intent_9533a159d8298a8a,pend_c9be20ae4f51b4e3,100,100,120.29,113.0,-0.010507880910682998
2026-01-16,002985,sell,33.513235,400,11.702646999999999,close_stop,2026-01-15,33.598,36.20142857142857,fill_2c62351c26b613ee,cand_ce317c6ee7bc3126,intent_bec463ec5e3e2485,pend_eb303903b806e611,400,400,32.37,33.53,0.0023916292974588416
2026-01-16,601212,add,7.0035,700,5.0490245,pyramid_add,2026-01-15,6.6444,8.422142857142857,fill_101c1a246ccd95a0,cand_6215266782bf8ea7,intent_344da1324e63cb3b,pend_90fbfa8b7088c9c2,700,700,7.16,7.0,-0.021857541899441335
2026-01-16,002957,buy,24.11205,400,5.0,strategy_v5_alpha_ranked_entry,2026-01-15,22.736,26.635,fill_86392d7a8d31118d,cand_fd80f613e72b90ae,intent_4c4ffec47b67f98d,pend_962e0bb4fc8d23c0,400,600,24.01,24.1,0.0042503123698458545
2026-01-16,600650,buy,16.88844,800,5.13510752,strategy_v5_alpha_ranked_entry,2026-01-15,16.718799999999998,19.020714285714284,fill_4e6e5e029ea8d3f9,cand_235d13b697e8cbfa,intent_b3e451c7af22e7d9,pend_f1a1be876f754604,800,900,17.12,16.88,-0.013525700934579499
2026-01-19,002957,add,24.222105,200,5.0,pyramid_add,2026-01-16,23.2946,26.959285714285716,fill_762f96a75c2d3ddc,cand_fd80f613e72b90ae,intent_00c3dda9639c933a,pend_2fcd790dad23eff8,200,200,24.3,24.21,-0.0032055555555555726
2026-01-19,600650,sell,16.081955,800,11.56143764,close_stop,2026-01-16,16.718799999999998,19.020714285714284,fill_6948e82527c66a8d,cand_235d13b697e8cbfa,intent_b3e451c7af22e7d9,pend_cfb6b59ef272a43c,800,800,17.12,16.09,-0.020693852708460136
2026-01-19,688147,buy,79.05950999999999,100,5.07905951,strategy_v5_alpha_ranked_entry,2026-01-16,74.28399999999999,93.56357142857144,fill_d6065580fd3e2a36,cand_8d1c58764c6021b6,intent_832646cccfe2dd73,pend_e6462b3e6c8cbc19,100,100,79.5,79.02,-0.005540754716981233
2026-01-20,000933,sell,31.934025000000002,100,6.596701250000001,target_close_confirmed,2026-01-19,30.421,31.523571428571426,fill_97834f5d897cc32c,cand_9eeec22227227f43,intent_36ddd8c674426ba4,pend_7418fe8ea85e8a76,100,100,28.47,31.95,0.006299212598425141
2026-01-20,600487,buy,27.4137,100,5.0274137,strategy_v5_alpha_ranked_entry,2026-01-19,26.3718,30.035000000000004,fill_8e7bd0cbc32196bd,cand_a72535d507262df6,intent_34580949fcddf879,pend_a3e16024ae51708e,100,200,27.08,27.4,0.012322747415066448
2026-01-22,601212,sell,8.245875,1700,12.149173625,target_close_confirmed,2026-01-21,7.585714285714285,8.422142857142857,fill_d156fa572e404d27,cand_6215266782bf8ea7,intent_9b8f4825756334ba,pend_9fbb0c1d7698ceab,1700,1700,6.55,8.25,-0.037339556592765444
2026-01-22,688147,sell,78.410775,100,8.998949525,three_bars_no_high,2026-01-21,74.28399999999999,93.56357142857144,fill_06ae582f39113c7b,cand_8d1c58764c6021b6,intent_832646cccfe2dd73,pend_45cbb539dd77e527,100,100,79.5,78.45,0.007318952234206533
2026-01-23,300739,buy,20.009999999999998,700,5.0,strategy_v5_alpha_ranked_entry,2026-01-22,18.963,22.240000000000002,fill_29e864f946bdb444,cand_37738499082f6485,intent_9b13edd2442e3f38,pend_2ec38b15f46414b8,700,700,20.01,20.0,-2.220446049250313e-16
2026-01-23,002080,buy,41.350665,200,5.0,strategy_v5_alpha_ranked_entry,2026-01-22,38.416000000000004,46.7,fill_93d99f0743fd0f06,cand_60247cc3ece7e7cb,intent_4445a9feff8df63b,pend_530d192c0fc13ec3,200,200,41.14,41.33,0.005120685464268249
2026-01-26,002585,buy,7.8739349999999995,200,5.0,strategy_v5_alpha_ranked_entry,2026-01-23,7.408799999999999,9.19,fill_44139a2462a526cd,cand_0c02e42f10a599b5,intent_646aceeb4bfb4d3a,pend_3176d2aa5df0db8d,200,200,7.99,7.87,-0.014526282853567052
2026-01-27,002957,sell,23.86806,600,12.160418,time_stop,2026-01-26,23.2946,26.959285714285716,fill_20d44dd7043d9d8c,cand_fd80f613e72b90ae,intent_4c4ffec47b67f98d,pend_f2096591aaa4a2b3,600,600,24.01,23.88,-0.014444903012794108
2026-01-27,600487,sell,30.68465,100,6.56491715,target_close_confirmed,2026-01-26,28.175714285714285,30.035000000000004,fill_409d1e93d2670e87,cand_a72535d507262df6,intent_34580949fcddf879,pend_dda39c59149ee976,100,100,27.08,30.7,-0.009996775233795607
2026-01-28,002080,sell,38.9805,200,8.89805,three_bars_no_high,2026-01-27,38.416000000000004,46.7,fill_d6353e29c0ee1d56,cand_60247cc3ece7e7cb,intent_4445a9feff8df63b,pend_ae39234887bd0498,200,200,41.14,39.0,-0.000768639508070712
2026-01-29,300739,sell,19.240375,700,11.73413125,three_bars_no_high,2026-01-28,18.963,22.240000000000002,fill_e52b079a98b96cd2,cand_37738499082f6485,intent_9b13edd2442e3f38,pend_8e1c23da86a67589,700,700,20.01,19.25,-0.0041386445938954575
2026-01-29,002585,sell,7.286355,200,5.7286355,three_bars_no_high,2026-01-28,7.408799999999999,9.19,fill_dda0abf5834f1a4f,cand_0c02e42f10a599b5,intent_646aceeb4bfb4d3a,pend_f18dd90f83947170,200,200,7.99,7.29,-0.036988110964332965
2026-01-29,601857,buy,10.90545,1300,5.14177085,strategy_v5_alpha_ranked_entry,2026-01-28,10.3194,11.815714285714286,fill_eb995b2797042992,cand_d779e30efdc34a5d,intent_29f1fae98aa5815a,pend_a110c18a16c21627,1400,1300,10.77,10.9,0.01257660167130914
2026-01-29,688601,buy,56.258115,200,5.11251623,strategy_v5_alpha_ranked_entry,2026-01-28,52.8024,65.15642857142856,fill_00065775f59b7321,cand_d9c1cec06fc40e26,intent_0b6449b257bb868d,pend_6d1d1f149782443e,200,200,56.54,56.23,-0.004985585426246941
2026-01-29,300708,buy,10.38519,1300,5.0,strategy_v5_alpha_ranked_entry,2026-01-28,9.9274,11.8,fill_ce3309eb15eaec42,cand_581e18fb6938cb4d,intent_1a43dc3f1aa67584,pend_0f5c0206ea51ea1e,1300,1400,10.51,10.38,-0.011875356803044745
2026-01-30,300863,buy,55.097535,200,5.0,strategy_v5_alpha_ranked_entry,2026-01-29,53.76279999999999,58.47,fill_a19f4e4c96f34ce3,cand_26d34deafb8c80f6,intent_b18aa654f8c79478,pend_1fb0daa56318282a,200,200,55.0,55.07,0.0017733636363637117
2026-02-02,688601,sell,50.57470000000001,200,10.158619400000003,close_stop,2026-01-30,52.8024,65.15642857142856,fill_6e4d02e9f82df300,cand_d9c1cec06fc40e26,intent_0b6449b257bb868d,pend_ee805f73f796b480,200,200,56.54,50.6,-0.007259172061997221
2026-02-02,300863,sell,60.41977500000001,200,11.041977500000002,target_close_confirmed,2026-01-30,58.444,58.47,fill_01519250d2d5026a,cand_26d34deafb8c80f6,intent_b18aa654f8c79478,pend_575a017072ec604a,200,200,55.0,60.45,0.00016545334215756213
2026-02-02,002970,buy,61.49073,200,5.0,strategy_v5_alpha_ranked_entry,2026-01-30,58.2904,69.96357142857143,fill_60e907a13ac9baba,cand_1ff9618e6e6f76cc,intent_83b2d95106d892ae,pend_2adb2a06707464ea,200,200,61.51,61.46,-0.0003132823931067952
2026-02-03,300708,sell,10.044975,1300,11.52923375,close_stop,2026-02-02,9.9274,11.8,fill_8fc7c317b0a061f8,cand_581e18fb6938cb4d,intent_1a43dc3f1aa67584,pend_fc7a1864d84358b8,1300,1300,10.51,10.05,0.014127144298688332
2026-02-03,000415,buy,4.36218,2500,5.0,strategy_v5_alpha_ranked_entry,2026-02-02,4.2238,4.55,fill_022db3d841e7b52d,cand_2696e5d1b52bfb37,intent_7ede09b417116cf3,pend_c409017205090fdf,2500,3400,4.33,4.36,0.0074318706697460435
2026-02-04,688155,buy,97.51873499999999,100,5.097518735,strategy_v5_alpha_ranked_entry,2026-02-03,90.16,119.61642857142859,fill_acaf3ce1a30a5ef2,cand_8548b3fbdecebfc0,intent_e885a92f1d94b4df,pend_a1ff7d981c688b03,100,100,97.98,97.47,-0.004707746478873398
2026-02-04,300398,buy,27.83391,500,5.0,strategy_v5_alpha_ranked_entry,2026-02-03,26.509,32.42,fill_f4c08ae9723bdd8c,cand_707c5b49dfa1527f,intent_6aec17891f31706d,pend_0780efd3d85cea73,500,500,28.23,27.82,-0.014030818278427226
2026-02-05,601857,sell,10.604695,1300,12.030912785,three_bars_no_high,2026-02-04,10.3194,11.815714285714286,fill_3cb5eba4fdb1ca86,cand_d779e30efdc34a5d,intent_29f1fae98aa5815a,pend_11af8e8d76756c6e,1300,1300,10.77,10.61,0.004734848484848397
2026-02-05,000415,sell,4.587705,2500,10.73463125,target_close_confirmed,2026-02-04,4.486,4.55,fill_c6a62d6e8bc62fb5,cand_2696e5d1b52bfb37,intent_7ede09b417116cf3,pend_e91dc02a79edb562,2500,2500,4.33,4.59,-0.004338394793926392
2026-02-06,002970,sell,72.28384,200,12.228384,target_close_confirmed,2026-02-05,65.33,69.96357142857143,fill_79851cc23246ef14,cand_1ff9618e6e6f76cc,intent_83b2d95106d892ae,pend_b1cfaee4e1e54cd4,200,200,61.51,72.32,-0.005773989551828507
2026-02-06,300398,sell,25.757115000000002,500,11.43927875,close_stop,2026-02-05,26.509,32.42,fill_0f3e0a39413c58a0,cand_707c5b49dfa1527f,intent_6aec17891f31706d,pend_b7f025a8f7d1ffa4,500,500,28.23,25.77,-0.017911585365853577
2026-02-06,600233,buy,17.908949999999997,800,5.1432716,strategy_v5_alpha_ranked_entry,2026-02-05,17.346,19.70285714285714,fill_c03ec6044519f302,cand_605e77e38be63654,intent_c75b9b0171e3983c,pend_6f9ff936de3f03f3,800,800,18.13,17.9,-0.012192498621070191
2026-02-10,688155,sell,92.9535,100,9.7406285,three_bars_no_high,2026-02-09,90.16,119.61642857142859,fill_d91264058202ab13,cand_8548b3fbdecebfc0,intent_e885a92f1d94b4df,pend_9ae91140136dee3a,100,100,97.98,93.0,-0.004282655246252709
2026-02-10,300739,buy,20.43021,700,5.0,strategy_v5_alpha_ranked_entry,2026-02-09,19.5412,23.3,fill_1807366d3d266d16,cand_69e00d7dd88d239b,intent_6fbafeb829367332,pend_10b777c5c8d0c777,700,700,20.71,20.42,-0.013509898599710413
2026-02-10,603876,buy,18.26913,800,5.14615304,strategy_v5_alpha_ranked_entry,2026-02-09,17.659599999999998,21.32,fill_47a3c3187871c3fb,cand_e87ae7d2ea64838f,intent_349f4d2fd5e13361,pend_f330ecb1216a1d4a,800,800,18.35,18.26,-0.00440708446866489
2026-02-10,001896,buy,6.803399999999999,2200,5.0,strategy_v5_alpha_ranked_entry,2026-02-09,6.4386,7.524285714285714,fill_cc60071011694330,cand_1c83a73d5dfe7b57,intent_5096165b10e40413,pend_4efa872e24447861,2200,2200,6.77,6.8,0.0049335302806499115
2026-02-11,600233,sell,17.901045,800,12.303626359999999,three_bars_no_high,2026-02-10,17.346,19.70285714285714,fill_3af37f8e7908f593,cand_605e77e38be63654,intent_c75b9b0171e3983c,pend_aab73cd569998b2b,800,800,18.13,17.91,-0.0005580357142858094
2026-02-11,603876,add,18.709349999999997,200,5.0374187,pyramid_add,2026-02-10,17.679199999999998,21.806428571428572,fill_b38c138fcbdce2cc,cand_e87ae7d2ea64838f,intent_f3b11d566ed79bde,pend_969e03290f6601d5,200,200,18.8,18.7,-0.0048218085106385145
2026-02-11,300408,buy,56.058015,100,5.0,strategy_v5_alpha_ranked_entry,2026-02-10,53.70399999999999,64.11500000000001,fill_cb6be1e015610adb,cand_e1233d32cdafcfb8,intent_6da22227eb6b082f,pend_c97daf03aa4d408d,100,100,56.75,56.03,-0.012193568281938405
2026-02-12,001896,sell,8.285855,2200,14.1144405,target_close_confirmed,2026-02-11,6.974285714285714,7.524285714285714,fill_672ae626fd72863f,cand_1c83a73d5dfe7b57,intent_5096165b10e40413,pend_2ca93b65e611733e,2200,2200,6.77,8.29,0.09946949602122013
2026-02-12,300738,buy,25.79289,500,5.0,strategy_v5_alpha_ranked_entry,2026-02-11,23.7944,29.69,fill_66f53629001ee403,cand_29debcf2b6bc58c2,intent_4befd1f8e998b36b,pend_684aacc00782e571,600,500,25.28,25.78,0.020288370253164434
2026-02-13,300738,add,25.8129,200,5.0,pyramid_add,2026-02-12,24.5686,31.792142857142856,fill_eef1650913485fba,cand_29debcf2b6bc58c2,intent_05b0b94b63ff4bd4,pend_04cf70dd696d7196,200,200,26.6,25.8,-0.02959022556390989
2026-02-13,600388,buy,18.959474999999998,100,5.018959475,strategy_v5_alpha_ranked_entry,2026-02-12,18.1986,21.11642857142857,fill_8f4af2e5e03c0fc5,cand_2be882fe46977565,intent_00b1d62912cd678d,pend_22f7d7df0f720d06,100,100,19.01,18.95,-0.002657811678064337
2026-02-25,300739,sell,24.287850000000002,700,13.500747500000001,target_close_confirmed,2026-02-24,22.521428571428572,23.3,fill_602c9086e642a120,cand_69e00d7dd88d239b,intent_6fbafeb829367332,pend_638f9dd1201d825f,700,700,20.71,24.3,-0.029165001997602857
2026-02-25,300408,sell,67.96600000000001,100,8.3983,target_close_confirmed,2026-02-24,59.612857142857145,64.11500000000001,fill_6c0dc3d5dcb36a87,cand_e1233d32cdafcfb8,intent_6da22227eb6b082f,pend_9f62815ea500eeb5,100,100,56.75,68.0,0.030771562831590105
2026-02-25,300738,sell,24.237875000000003,700,13.48325625,close_stop,2026-02-24,24.5686,31.792142857142856,fill_f5f455bd7d6d58c6,cand_29debcf2b6bc58c2,intent_4befd1f8e998b36b,pend_3c14f0f5bb78498d,700,700,25.28,24.25,0.018907563025210017
2026-02-26,603612,buy,33.4167,400,5.1336668,strategy_v5_alpha_ranked_entry,2026-02-25,30.8994,38.950714285714284,fill_423f7c9cebf5bf76,cand_8bbde6c8324f7ab8,intent_2b01aa146ea88989,pend_d029a37b785f852e,400,400,33.42,33.4,-9.874326750458629e-05
2026-02-26,002297,buy,13.776884999999998,600,5.0,strategy_v5_alpha_ranked_entry,2026-02-25,12.9458,15.470714285714287,fill_06f2c16ecdf8ef07,cand_bb7b342f9082c168,intent_52d8a1edb4d822fe,pend_f8d2605cac5f106e,600,600,13.63,13.77,0.010776595744680595
2026-02-26,000875,buy,7.503749999999999,2100,5.0,strategy_v5_alpha_ranked_entry,2026-02-25,7.1442,8.577142857142857,fill_a44fb04e3b424220,cand_b81067ed34d167bd,intent_d015c296bf6a19b0,pend_7c81f3ee63cb101f,2100,2100,7.51,7.5,-0.000832223701731083
2026-02-27,000875,add,7.6738349999999995,700,5.0,pyramid_add,2026-02-26,7.2618,8.701428571428572,fill_bf1a69bb2d039092,cand_b81067ed34d167bd,intent_0252b02342575bac,pend_0fbbd0245355a070,700,700,7.6,7.67,0.009715131578947434
2026-03-04,603876,sell,18.200895000000003,1000,14.282456450000002,close_stop,2026-03-03,19.72,21.806428571428572,fill_a5394a96aa683a3c,cand_e87ae7d2ea64838f,intent_349f4d2fd5e13361,pend_cd6323a9ef725b2d,1000,1000,18.35,18.21,-0.015675675675675627
2026-03-04,002297,sell,11.65417,600,8.496251,close_stop,2026-03-03,12.9458,15.470714285714287,fill_ded16b67fe699011,cand_bb7b342f9082c168,intent_52d8a1edb4d822fe,pend_b4703e94dfbc054f,600,600,13.63,11.66,-0.03556658395368073
2026-03-05,600388,sell,19.620185,100,6.000629435,close_stop,2026-03-04,19.613,21.11642857142857,fill_5113ceaf42628a65,cand_2be882fe46977565,intent_00b1d62912cd678d,pend_1607020f0fbe8be9,100,100,19.01,19.63,0.007183170856849719
2026-03-05,603612,sell,33.992995,400,11.93457098,three_bars_no_high,2026-03-04,32.622,38.950714285714284,fill_b334a1c41ae3f2b8,cand_8bbde6c8324f7ab8,intent_2b01aa146ea88989,pend_639f663da40ba9ea,400,400,33.42,34.01,0.03123104912067931
2026-03-06,000591,buy,6.153075,2600,5.0,strategy_v5_alpha_ranked_entry,2026-03-05,5.8114,6.792142857142857,fill_a6c50fd17c5d95e2,cand_b6cf0a9327b857a3,intent_29f38259d5413d51,pend_d1934310ba66712f,2600,2600,6.07,6.15,0.013686161449752987
2026-03-06,600863,buy,5.28264,900,5.04754376,strategy_v5_alpha_ranked_entry,2026-03-05,5.1156,5.7335714285714285,fill_b4d0f8c433936065,cand_4a4608029807c99a,intent_c449725ec7b6c04f,pend_457f2f901cdcfb57,900,900,5.29,5.28,-0.0013913043478260834
2026-03-06,300215,buy,10.535264999999999,1300,5.0,strategy_v5_alpha_ranked_entry,2026-03-05,9.9274,12.822142857142858,fill_8284b520ec60e3e8,cand_90f6178a6e25c342,intent_36882b51fad25ed0,pend_5b67e011f2df96cf,1300,1500,10.72,10.53,-0.01723274253731355
